[ 남양주진건지구S-1BL공동주택건설공사 ],,,,,,,,,,,,,,,,
품      명,규      격,단위,내     역     서,,,,,,,,,비  고,,,,
이동식 강관조립 말비계,H=2M 1단 3개월,대,2,"22,000","44,000","22,000","44,000",-,-,"44,000","88,000",,,,,
강관비계매기(브라켓) (3개월),,M2,76,"6,600","501,600","7,700","585,200",-,-,"14,300","1,086,800",,,,,
강관비계다리,(30M미만 3개월 디딤판면적),M2,21,"11,000","231,000","16,500","346,500",-,-,"27,500","577,500",,,,,
강관동바리 손료,"H=3.5M이하, 일반 1개월",M2,21,"1,100","23,100","1,650","34,650",-,-,"2,750","57,750",,,,,
건축물보양 - 콘크리트,살수,M2,33,-,-,550,"18,150",-,-,550,"18,150",,,,,
"건축물보양 - 석재,타일",하드롱지,M2,11,731,"8,041",522,"5,742",-,-,"1,253","13,783",,,,,
건축물보양 - 기타부분,목재,M2,,731,-,313,-,-,-,"1,044",-,,,,,
[ 합           계 ],,,,,"842,101",,"1,167,784",,"2,460",,"2,012,345",,,,,
010802  토 및 지정공사,,,,,,,,,,,,,,,,
콘크리트파일(서울),"콘크리트파일, PHC A형, Φ500*8000mm",본,8,"312,320","2,498,560",-,-,-,-,"312,320","2,498,560",,,,,
파일(터미널)캡,Ø500 PVC,개,4,"1,896","7,584","1,532","6,128","1,836","7,344","5,264","21,056",,,,,
시멘트,,TON,2,"85,200","196,300",-,-,-,-,"85,200","196,300",,,,,
잔토처리,,M3,18,"1,045","18,810","1,254","22,572","1,881","33,858","4,180","75,240",,,,,
파일항타(SIP+케이싱),Φ500*16000mm,본,4,"132,192","528,768","49,572","198,288","148,716","594,864","330,480","1,321,920",,,,,
콘크리트말뚝 두부정리(원커팅),D500mm,본,4,"13,800","55,200","5,175","20,700","15,525","62,100","34,500","138,000",,,,,
터파기(기계8:2),보통토사.백호80%+인력20%,M3,,-,-,"1,320",-,"1,650",-,"2,970",-,,,,,
되메우고 다지기(백호우+램머),토사,M3,,-,-,"1,100",-,"2,750",-,"3,850",-,,,,,
현장내운반 토사,"50m,백호0.7M3+덤프8톤",M3,,-,-,-,-,"1,650",-,"1,650",-,,,,,
[ 합           계 ],,,,,"3,305,222",,"247,688",,"698,166",,"4,251,076",,,,,
010803  철근콘크리트공사,,,,,,,,,,,,,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-10, 지정장소도",톤,1,"816,250","972,970",-,-,-,-,"816,250","972,970",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-13, 지정장소도",톤,0,"803,750","19,290",-,-,-,-,"803,750","19,290",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-16, 지정장소도",톤,1,"822,500","687,610",-,-,-,-,"822,500","687,610",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-19, 지정장소도",톤,1,"822,500","644,840",-,-,-,-,"822,500","644,840",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-08",M3,2,"60,950","121,900",-,-,-,-,"60,950","121,900",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-21-15",M3,25,"68,904","1,722,600",-,-,-,-,"68,904","1,722,600",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-08",M3,,"60,950",-,-,-,-,-,"60,950",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-15",M3,,"10,500",-,"27,720",-,-,-,"38,220",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-24-15",M3,,"11,000",-,"29,040",-,"2,200",-,"42,240",-,,,,,
합판 거푸집 설치 및 해체,"3회 사용시, 0~7m까지",M2,39,"10,500","409,500","30,240","1,179,360",-,-,"40,740","1,588,860",,,,,
합판 거푸집 설치 및 해체,"4회 사용시, 0~7m까지",M2,10,"10,500","105,000","27,720","277,200",-,-,"38,220","382,200",,,,,
합판 거푸집 설치 및 해체 / 원형,"3회 사용시, 0~7m까지",M2,6,"11,000","66,000","29,040","174,240","2,200","13,200","42,240","253,440",,,,,
유로폼 설치 및 해체,"벽, 0~7m까지",M2,89,"10,500","934,500","30,240","2,691,360",-,-,"40,740","3,625,860",,,,,
철근 공장 가공 및 현장 조립,보통(미할증),TON,3,"33,000","90,849","253,000","696,509","71,500","196,839","357,500","984,197",,,,,
무근콘크리트타설,슬럼프8-12,M3,2,-,-,"5,775","11,550","4,620","9,240","10,395","20,790",,,,,
무근콘크리트타설,슬럼프 5,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
무근콘크리트타설,슬럼프 15,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
철근콘크리트타설,슬럼프 15,M3,25,-,-,"5,775","144,375","4,620","115,500","10,395","259,875",,,,,
면접기,,M,,-,-,"1,100",-,-,-,"1,100",-,,,,,
섬유보강재,,M3,,"4,180",-,"1,100",-,-,-,"5,280",-,,,,,
[ 합           계 ],,,,,"5,775,059",,"5,174,594",,"334,779",,"11,284,432",,,,,
010803-1  철  골  공  사,,,,,,,,,,,,,,,,
H빔,"H빔, SS400, 150*150*7.0*10.0mm",TON,,"992,640",-,-,-,-,-,"992,640",-,,,,,
일반구조용압연강판,"일반구조용압연강판, 12mm",TON,,"992,640",-,"2,585,000",-,"206,800",-,"3,784,440",-,,,,,
일반구조용압연강판,"일반구조용압연강판, 8.0mm",TON,,"992,640",-,-,-,-,-,"992,640",-,,,,,
앵커볼트,"앵커볼트, M16*600mm",개,,"4,683",-,-,-,-,-,"4,683",-,,,,,
스터드볼트,"스터드볼트, M16*200mm",개,,517,-,-,-,-,-,517,-,,,,,
고장력볼트,"고장력볼트, F10T, M20*50mm",조,,672,-,-,-,-,-,672,-,,,,,
트럭크레인(15톤),소규모 - 일 처리능력 10톤,일,,-,-,-,-,"723,800",-,"723,800",-,,,,,
앵커볼트 설치,D=16mm (L=600),개소,,-,-,"10,340",-,-,-,"10,340",-,,,,,
스터드볼트 설치,D=16mm (L=200),개소,,-,-,"1,344",-,-,-,"1,344",-,,,,,
철골가공조립,"ROLL, 30ton 미만",TON,,-,-,"496,320",-,-,-,"496,320",-,,,,,
고장력볼트 본조입,20본/t 미만,TON,,-,-,"53,768",-,-,-,"53,768",-,,,,,
철골세우기,저층,TON,,-,-,"449,790",-,-,-,"449,790",-,,,,,
기둥밑무수축고름모르타르,무수축그라우트,M3,,"827,200",-,"3,619,000",-,-,-,"4,446,200",-,,,,,
녹막이페인트칠(뿜칠),"철재면, 2회(뿜칠)",M2,,"25,850",-,"25,850",-,"4,136",-,"55,836",-,,,,,
[ 합           계 ],,,,,-,,-,,-,,-,,,,,
010804  조  적  공  사,,,,,,,,,,,,,,,,
콘크리트벽돌,"190*57*90mm, C종2급",매,250,49,"12,250",-,-,-,-,49,"12,250",,,,,
시멘트벽돌(0.5B 쌓기),1층 소운반,M2,3,-,-,"11,755","35,265",-,-,"11,755","35,265",,,,,
시멘트벽돌(1.0B 쌓기),1층 소운반,M2,,-,-,"23,512",-,-,-,"23,512",-,,,,,
철근콘크리트인방,100*100,M,1,"5,225","5,225","3,135","3,135",-,-,"8,360","8,360",,,,,
철근콘크리트인방,200*200,M,,"10,450",-,"3,135",-,-,-,"13,585",-,,,,,
콘크리트방수턱,100*100,M,,"2,200",-,"2,200",-,-,-,"4,400",-,,,,,
콘크리트방수턱,200*100,M,,"3,300",-,"3,300",-,-,-,"6,600",-,,,,,
[ 합           계 ],,,,,"17,475",,"38,400",,-,,"55,875",,,,,
010805  석    공    사,,,,,,,,,,,,,,,,
"테라죠판붙임(습식, 일반)","바닥, 400*400*25mm, 모르타르 25mm",M2,7,"12,270","85,890","14,404","100,828",533,"3,731","27,207","190,449",,,,,
"화강석 창대석(습식, 물갈기)/경비실","195*25mm, 모르타르 30mm",M,1,"13,810","13,810","16,500","16,500","3,069","3,069","33,379","33,379",,,,,
화강석 A,"고흥석 물갈기, 30mm",M2,,"33,247",-,-,-,"3,069",-,"36,316",-,,,,,
화강석 D,"포천석 물갈기, 30mm",M2,,"24,552",-,-,-,"3,069",-,"27,621",-,,,,,
화강석 D/두겁석(경비실),"고흥석 물갈기, T:50 W=300",M,,"13,810",-,"16,500",-,"3,069",-,"33,379",-,,,,,
화강석 D/두겁석(경비실),"포천석 물갈기, T:50 W=300",M,,"9,718",-,"16,500",-,"3,069",-,"29,287",-,,,,,
화강석 바닥판깔기(시공비),바탕30,M2,,-,-,"20,971",-,"1,534",-,"22,505",-,,,,,
"테라죠판붙임(습식, 일반)","바닥, T25mm, 모르타르 75mm",M2,,"12,270",-,"14,404",-,533,-,"27,207",-,,,,,
석재벽체시공비(t=30mm),"벽,건식(스텐앙카,코킹포함)",M2,,"10,230",-,"31,201",-,"2,557",-,"43,988",-,,,,,
석재벽체시공비,"벽/TRUSS,코킹포함",M2,,"34,782",-,"59,845",-,"4,603",-,"99,230",-,,,,,
"화강석안내대붙임(습식, 물갈기)","315*50mm, 모르타르 30mm",M,,"14,833",-,"11,253",-,"4,092",-,"30,178",-,,,,,
"화강석안내대붙임(습식, 물갈기)","485*50mm, 모르타르 30mm",M,,"22,506",-,"12,787",-,"4,092",-,"39,385",-,,,,,
화강석/외벽,"600*300 or 600*600,30mm",M2,,"27,918",-,-,-,-,-,"27,918",-,,,,,
화강석/두겁석(경비실),T:30 W=270,M,,"11,891",-,"11,374",-,-,-,"23,265",-,,,,,
[ 합           계 ],,,,,"99,700",,"117,328",,"6,800",,"223,828",,,,,
010806  타  일  공  사,,,,,,,,,,,,,,,,
도기질타일,"시유, 250*400mm",M2,17,"9,900","168,300",-,-,-,-,"9,900","168,300",,,,,
자기질타일/화장실,,M2,4,"8,800","35,200",-,-,-,-,"8,800","35,200",,,,,
자기질타일,"시유, 200*200*7mm",M2,,"8,800",-,-,-,-,-,"8,800",-,,,,,
타일떠붙임(12mm),"벽,200*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
타일떠붙임(18mm),"벽,200*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
타일압착붙임,"바닥, 200*200",M2,,-,-,"14,630",-,-,-,"14,630",-,,,,,
타일떠붙임(18mm),"벽,400*250",M2,16,-,-,"15,675","250,800",-,-,"15,675","250,800",,,,,
바닥타일붙이기,바탕몰탈68+압착5,M2,4,-,-,"14,630","58,520",-,-,"14,630","58,520",,,,,
[ 합           계 ],,,,,"203,500",,"309,320",,-,,"512,820",,,,,
010807  방  수  공  사,,,,,,,,,,,,,,,,
지수판설치,"PVC, H200*5t",M,15,"3,850","57,750","5,500","82,500",-,-,"9,350","140,250",,,,,
우레탄도막방수,"바닥, 비노출 3MM",M2,9,"12,825","115,425","4,275","38,475",712,"6,408","17,812","160,308",,,,,
우레탄도막방수,"바닥, 비노출 2MM",M2,4,"10,500","42,000","4,275","17,100",712,"2,848","15,487","61,948",,,,,
우레탄도막방수,"벽, 비노출 3MM",M2,1,"12,825","12,825","4,987","4,987",712,712,"18,524","18,524",,,,,
논타르 우레탄코너방수,H=300,M,8,"4,500","36,000",750,"6,000",-,-,"5,250","42,000",,,,,
논타르 우레탄코너방수,W=200,M,4,"3,000","12,000",750,"3,000",-,-,"3,750","15,000",,,,,
우레탄도막방수,"바닥, 노출 (T=3MM)",M2,,"24,225",-,"5,700",-,712,-,"30,637",-,,,,,
우레탄도막방수,"벽 , 노출 (T=2MM)",M2,,"24,225",-,"6,412",-,712,-,"31,349",-,,,,,
고무아스팔트,"바닥 3mm, 비노출(드레인주위, 바닥+조적벽체)",M2,,"7,315",-,"3,135",-,522,-,"10,972",-,,,,,
수밀코킹(실리콘),"삼각, 5mm이하,타일코너",M,10,320,"3,200",426,"4,260",-,-,746,"7,460",,,,,
수밀코킹(우레탄),"10mm×10mm, 창호주위",M,127,533,"67,691",533,"67,691",-,-,"1,066","135,382",,,,,
시멘트 액체방수,"바닥, 1종",M2,9,522,"4,698","3,135","28,215",522,"4,698","4,179","37,611",,,,,
시멘트 액체방수,"벽, 2종",M2,29,313,"9,077","2,926","84,854",522,"15,138","3,761","109,069",,,,,
보호모르타르 / 벽,"콘크리트면, 18mm",M2,22,-,-,"3,657","80,454",-,-,"3,657","80,454",,,,,
보호모르타르 / 바닥,"콘크리트면, 24mm",M2,18,-,-,"3,135","56,430",-,-,"3,135","56,430",,,,,
방습필름설치,"바닥, 0.05mm, 2겹",M2,,"1,045",-,522,-,-,-,"1,567",-,,,,,
[ 합           계 ],,,,,"360,666",,"473,966",,"29,804",,"864,436",,,,,
010808  지붕및홈통공사,,,,,,,,,,,,,,,,
빗물받이불록,410*510*940,EA,1,"16,500","16,500",-,-,-,-,"16,500","16,500",,,,,
스테인레스 선홈통 설치,"D-100,T:1.5mm",M,3,"18,476","55,428","6,596","19,788","1,312","3,936","26,384","79,152",,,,,
스테인레스 선홈통 설치,"D-50,T:1.5mm",M,,"11,383",-,"4,063",-,806,-,"16,252",-,,,,,
스텐상자홈통설치,250*250*250*1.5t,EA,1,"28,232","28,232","10,082","10,082","2,016","2,016","40,330","40,330",,,,,
루프드레인/ 주철제,D50mm(L형),개소,,"25,260",-,"9,015",-,"1,798",-,"36,073",-,,,,,
스테인레스 선홈통 설치,"D-100,T:1.5mm",M,,"18,476",-,"6,596",-,"1,312",-,"26,384",-,,,,,
루프드레인/ 주철제,D100mm(L형),개소,1,"41,622","41,622","14,863","14,863","2,965","2,965","59,450","59,450",,,,,
[ 합           계 ],,,,,"141,782",,"44,733",,"8,917",,"195,432",,,,,
010809  금  속  공  사,,,,,,,,,,,,,,,,
스테인리스사다리/PIT,"W:400, D38.1+22.3*2t H=1750",EA,1,"75,181","75,181","26,852","26,852","5,365","5,365","107,398","107,398",,,,,
스틸점검구뚜껑,"강판, 600*600*3.2t",개,1,"82,078","82,078","29,313","29,313","5,861","5,861","117,252","117,252",,,,,
경량철골천정틀,"M-BAR,H:1M미만,인서트유",M2,7,"5,066","35,462","5,480","38,360",-,-,"10,546","73,822",,,,,
욕실천정틀,천정틀+PVC판넬+몰딩+점검구포함,M2,4,"13,959","55,836","9,306","37,224",-,-,"23,265","93,060",,,,,
철재커텐박스(ㄱ자형),"120*120*1.2t, STL(도장 유)",M,9,"10,340","93,060","10,340","93,060",-,-,"20,680","186,120",,,,,
철재커텐박스(ㄱ자형),"100*100*1.2t, STL(도장 유)",M,,"7,755",-,"10,340",-,-,-,"18,095",-,,,,,
AL몰딩설(W형),"칼라, 15*15*15*15*1.0mm",M,2,723,"1,446",517,"1,034",-,-,"1,240","2,480",,,,,
AL. SHEET 캐노피설치B/경비실2,ㄷ-L10300*W:350*H:250불소수지,EA,1,"1,090,952","1,090,952","446,688","446,688","49,632","49,632","1,587,272","1,587,272",,,,,
동판후레싱 두겁설치/경비실,50+360+50*0.5t,M,15,"130,284","1,954,260","50,248","753,720","5,577","83,655","186,109","2,791,635",,,,,
AL. SHEET 판넬설치/도장C,"단열재별도,틀포함",M2,,"72,886",-,"26,024",-,"5,200",-,"104,110",-,,,,,
AL. SHEET 판넬설치/도장E,"단열재별도,틀포함",M2,,"72,886",-,"26,024",-,"5,200",-,"104,110",-,,,,,
AL. SHEET 판넬설치/도장C,"곡판,단열재별도,틀포함",M2,,"83,195",-,"29,706",-,"5,934",-,"118,835",-,,,,,
AL. SHEET 캐노피A설치/경비실2,ㄱ-L:3000+4550*W:600+1080*H:300불소수지 지정도장C,EA,,"1,090,952",-,"389,621",-,"77,921",-,"1,558,494",-,,,,,
AL. SHEET 장식두겁/방문자대기실,"60+550+300+100+200+250불소수지,지정도장C",M,,"106,418",-,"37,999",-,"7,599",-,"152,016",-,,,,,
스테인리스사다리/PIT,"W:400, D38.1+22.3*2t H=1900",EA,,"75,181",-,"26,852",-,"5,365",-,"107,398",-,,,,,
집수정 그레이팅,"아연GT, 1000*1000. I-50*5*3",개,,"85,268",-,"62,287",-,"12,448",-,"160,003",-,,,,,
스틸점검구뚜껑,"강판, 1000*800*3.2t",개,,"82,078",-,"29,313",-,"5,861",-,"117,252",-,,,,,
경량철골천정틀,"M-BAR,H:1M미만,인서트유",M2,,"5,066",-,"4,446",-,-,-,"9,512",-,,,,,
AL. SHEET 캐노피설치B/경비실2,ㄷ-L12540*W:400*H:250불소수지,EA,,"1,158,080",-,"446,688",-,"49,632",-,"1,654,400",-,,,,,
[ 합           계 ],,,,,"3,388,275",,"1,426,251",,"144,513",,"4,959,039",,,,,
010810  미  장  공  사,,,,,,,,,,,,,,,,
모르타르 바름,"내벽, 6mm(초벌)",M2,1,-,-,"3,657","3,657",-,-,"3,657","3,657",,,,,
모르타르 바름,"내벽, 15mm",M2,4,-,-,"6,270","25,080",-,-,"6,270","25,080",,,,,
모르타르 바름,"외벽, 18mm",M2,1,-,-,"3,135","3,135",-,-,"3,135","3,135",,,,,
쇠흙손마감,,M2,4,-,-,"2,090","8,360",-,-,"2,090","8,360",,,,,
기계쇠흙손마감,POWER TROWEL,M2,9,-,-,"2,090","18,810",-,-,"2,090","18,810",,,,,
콘크리트면 정리,벽,M2,7,-,-,"2,970","20,790",-,-,"2,970","20,790",,,,,
시멘트모르터 충전,창호주위,M,22,-,-,"1,045","22,990",-,-,"1,045","22,990",,,,,
걸레받이비드 설치,"AL, H=10mm",M,1,731,731,"1,881","1,881",-,-,"2,612","2,612",,,,,
창문틀 주위 충전,발포우레탄 충전,M,32,-,-,"1,045","33,440",-,-,"1,045","33,440",,,,,
쇠흙손마감,0,M2,,-,-,"2,090",-,-,-,"2,090",-,,,,,
**콘크리트면 정리,벽,M2,,-,-,"2,970",-,-,-,"2,970",-,,,,,
[ 합           계 ],,,,,731,,"138,143",,-,,"138,874",,,,,
010811  창호 및 유리공사,,,,,,,,,,,,,,,,
알루미늄 방충망,"불소수지, 미서기(후레임 포함)",M2,1,"21,736","21,736","10,032","10,032","1,672","1,672","33,440","33,440",,,,,
알루미늄 방충망,"불소수지, 프로젝트(후레임 포함)",M2,1,"21,736","21,736","10,032","10,032","1,672","1,672","33,440","33,440",,,,,
유리문,"유리문, 12*900*2100mm, 손보호,투명,세이프",개,,"255,750",-,-,-,-,-,"255,750",-,,,,,
도어힌지,"도어힌지, 황동, 가락지2개, 101.6*88.9*2.7mm",개,,"3,465",-,-,-,-,-,"3,465",-,,,,,
플로어힌지,"플로어힌지, KS3호, 105kg, 강화유리문(K-8300)",조,,"34,650",-,-,-,-,-,"34,650",-,,,,,
도어핸들,"도어핸들, LEVER 3300 황동, (주거용-침실)",조,,"11,880",-,-,-,-,-,"11,880",-,,,,,
도어핸들,"도어핸들, LEVER 황동, (주거용-욕실)",조,,"11,880",-,-,-,-,-,"11,880",-,,,,,
도어핸들,"도어핸들, LEVER 황동, (복지관용)",조,,"11,165",-,-,-,-,-,"11,165",-,,,,,
피벗힌지,"피벗힌지, 65kg이하, K1100",조,1,"12,870","12,870",-,-,-,-,"12,870","12,870",,,,,
도어핸들,"도어핸들, KNOB 9000 스텐, (현관, 방화문)",조,1,"7,425","7,425",-,-,-,-,"7,425","7,425",,,,,
"SD_01/F1.6t도장,D0.6t/EGI",0.700 x 2.085 = 1.459,EA,1,"129,269","129,269","46,168","46,168","9,233","9,233","184,670","184,670",,,,,
"ACW_02/100mm불소수지,F",16.000 x 3.610 = 57.760,EA,1,"2,667,467","2,667,467","1,231,114","1,231,114","205,133","205,133","4,103,714","4,103,714",,,,,
유리주위코킹,"5*5, 실리콘, 복층유리",M,"1,192",122,"145,424",143,"170,456",-,-,265,"315,880",,,,,
도아록설치,"강재문, 재료비 별도",개소,1,-,-,"2,585","2,585",-,-,"2,585","2,585",,,,,
투명유리 / 일반유리,18mm(공동주택에 적용),M2,58,"18,679","1,083,382","3,938","228,404",-,-,"22,617","1,311,786",,,,,
"AW_24.4X15/212. 경비실-2(방문자대기소)/100mm불소수지,F",2.440 x 1.500 = 3.660,EA,,"229,273",-,"105,858",-,"17,660",-,"352,791",-,,,,,
"AW_34.8X15/212. 경비실-2(방문자대기소)/100mm불소수지,F+S",3.480 x 1.500 = 5.220,EA,,"452,276",-,"208,791",-,"34,798",-,"695,865",-,,,,,
"AW_4.5X15/212. 경비실-2(방문자대기소)/100mm불소수지,P",0.450 x 1.500 = 0.675,EA,,"195,728",-,"90,392",-,"15,048",-,"301,168",-,,,,,
"AW_54.8X16/212. 경비실-2(방문자대기소)/100mm불소수지,F+P",5.460 x 1.600 = 8.736,EA,,"615,923",-,"284,240",-,"47,443",-,"947,606",-,,,,,
SSD_09X24/212. 경비실-2(방문자대기소)/100mm스텐레스후레임,0.900 x 2.400 = 2.160,EA,,"231,108",-,"82,533",-,"16,523",-,"330,164",-,,,,,
"WD_09X21/212. 경비실-2(방문자대기소)/F:래핑,D:래핑",0.900 x 2.100 = 1.890,EA,,"128,012",-,"54,862",-,-,-,"182,874",-,,,,,
"WD_7.5X21/212. 경비실-2(방문자대기소)/F:래핑,D:래핑",0.750 x 2.100 = 1.575,EA,,"120,697",-,"51,727",-,-,-,"172,424",-,,,,,
SSD_24X37/100mm스텐레스후레임,2.490 x 3.700 = 8.839,EA,,"542,850",-,"209,385",-,"23,265",-,"775,500",-,,,,,
SSD_24X37A/100mm스텐레스후레임,2.490 x 3.700 = 9.213,EA,,"564,564",-,"217,756",-,"24,189",-,"806,509",-,,,,,
SSD_56X37/100mm스텐레스후레임,5.650 x 3.700 = 20.411,EA,,"1,266,650",-,"488,565",-,"54,285",-,"1,809,500",-,,,,,
SSD_56X37A/100mm스텐레스후레임,5.650 x 3.700 = 20.411,EA,,"1,266,650",-,"488,565",-,"54,285",-,"1,809,500",-,,,,,
"WD_7.5X21/F:조합P,D:우레탄P",0.750 x 2.100 = 1.575,EA,,"102,366",-,"59,708",-,"8,525",-,"170,599",-,,,,,
목재창호문틀고임대,,EA,,731,-,313,-,-,-,"1,044",-,,,,,
문틀고정철물,"1.6*40*190,조적벽체",EA,,365,-,156,-,-,-,521,-,,,,,
플로어힌지설치,재료비 별도,개소,,-,-,"5,170",-,-,-,"5,170",-,,,,,
강화유리,5mm(공동주택에 적용),M2,,"12,378",-,"3,600",-,-,-,"15,978",-,,,,,
강화유리,10mm(공동주택에 적용),M2,,"25,881",-,"3,600",-,-,-,"29,481",-,,,,,
로이유리 / 일반유리,22mm(공동주택에 적용),M2,,"29,819",-,"3,938",-,-,-,"33,757",-,,,,,
방습거울설치 - 합판 12mm+STS 1.5mm,"5mm, 틀 포함 560*800= 0.448",EA,1,"116,591","116,591",-,-,-,-,"116,591","116,591",,,,,
[ 합           계 ],,,,,"4,205,900",,"1,698,791",,"217,710",,"6,122,401",,,,,
010812  도  장  공  사,,,,,,,,,,,,,,,,
녹막이페인트칠(뿜칠),"철재면, 1회(뿜칠)",M2,1,"2,585","2,585","4,653","4,653",-,-,"7,238","7,238",,,,,
조합페인트칠,철재면 2회(뿜칠),M2,1,640,640,"1,493","1,493",-,-,"2,133","2,133",,,,,
수성페인트(로울러칠),내벽 2회. 1급,M2,8,479,"3,832",693,"5,544",-,-,"1,172","9,376",,,,,
수성페인트(로울러칠),외벽 2회. 1급,M2,3,640,"1,920","1,920","5,760",-,-,"2,560","7,680",,,,,
걸레받이용 페인트칠,"모르타르면, 2회(붓칠)",M2,1,426,426,"5,335","5,335",-,-,"5,761","5,761",,,,,
방부제 칠(크레오소트),목재 거친면 1회,M2,,"3,201",-,"1,067",-,-,-,"4,268",-,,,,,
조합페인트칠,목재면(내부용),M2,,640,-,"1,493",-,-,-,"2,133",-,,,,,
수성페인트(로울러칠),외벽 2회. 1급,M2,,640,-,"1,920",-,-,-,"2,560",-,,,,,
우레탄페인트,목재면3회,M2,,"1,600",-,"1,280",-,-,-,"2,880",-,,,,,
[ 합           계 ],,,,,"9,403",,"22,785",,-,,"32,188",,,,,
010813  수  장  공  사,,,,,,,,,,,,,,,,
치장석고시멘트판,"불연천장재, 9.5T",M2,8,"6,721","53,768","2,068","16,544",-,-,"8,789","70,312",,,,,
단열재타설부착(천정),"비드법2종2호,135mm",M2,16,"16,335","261,360","2,200","35,200",-,-,"18,535","296,560",,,,,
단열재붙이기(벽),비드법2종2호 120mm,M2,,"12,012",-,"2,688",-,-,-,"14,700",-,,,,,
단열재타설부착(천정),"비드법2종1호,80mm",M2,,"9,680",-,"2,200",-,-,-,"11,880",-,,,,,
단열재타설부착(천정),"비드법2종2호,130mm",M2,,"13,013",-,"2,200",-,-,-,"15,213",-,,,,,
단열재타설부착(천정),"비드법2종1호,135mm",M2,,"16,335",-,"2,200",-,-,-,"18,535",-,,,,,
재료분리대(스테인레스),20*40*1.2,M,1,"7,217","7,217","2,574","2,574",506,506,"10,297","10,297",,,,,
[ 합           계 ],,,,,"322,345",,"54,318",,506,,"377,169",,,,,
010814  골    재    비,,,,,,,,,,,,,,,,
모래,,M3,3,"16,800","50,400",-,-,-,-,"16,800","50,400",,,,,
시멘트,40KG,포,34,"4,500","153,000",-,-,-,-,"4,500","153,000",,,,,
